ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
627,440.6273284181736,1886.3992642934932,276.4462672472682,-15.050307741224321,21279.539505183056,242.66869156946206,-4.825055542015373,0.01238116070945956,6.183144717221589,625.9983263132058,250
621,2707.6333986753334,1853.0555653871247,276.44186338656243,-14.723452280030555,21055.400251666724,244.13912967612842,-4.8135587321594455,0.012588782446365064,6.259936303300597,625.9983263132058,250
232,451.5080753778392,684.8872418337545,276.6255510290008,-15.043946191875962,21041.82234063599,237.47830700227252,-4.812858351982586,0.012253225682570531,5.994957816483721,625.9983263132058,250
337,414.1092082826523,977.4512357871819,276.58204484607904,-15.050522508934767,20903.919579517213,238.3505468348715,-4.805719293137706,0.01237936204807178,6.041656599246522,625.9983263132058,250
69,670.1414796583086,217.28172733107866,276.69440358337164,-15.010510403514091,20877.077253643656,236.6401364794913,-4.804324224027849,0.012306329715331379,5.975200417091918,625.9983263132058,250
405,844.221565997819,1143.5655146444822,276.55545468754167,-14.989214786431303,20786.092080496193,242.65349659624079,-4.799582095418737,0.012674287222163107,6.2229735641763675,625.9983263132058,250
316,1828.432500161949,906.9165369691565,276.58662330737576,-14.846387603249715,20784.10882776417,239.83725575719907,-4.799478497685316,0.012528384581385124,6.111146100975686,625.9983263132058,250
347,860.1824094074568,1003.751532340729,276.5762502936942,-14.986350054398072,20574.653967997583,252.38973124127807,-4.788481327878435,0.013318305699569655,6.6211784104275475,625.9983263132058,250
584,1721.8183308477105,1700.8801375499095,276.4686517776042,-14.864964673047727,20128.711497435754,226.66988430382665,-4.764689916353299,0.01222609273425253,5.636308422262092,625.9983263132058,250
557,1591.6354878265997,1607.9666169248092,276.48305213459673,-14.883358596127504,20064.99047716218,223.77587639798904,-4.76124737320463,0.012108327152301642,5.523365838826078,625.9983263132058,250
45,784.2745865008112,129.71677538997065,276.70698265665703,-14.993694422539033,19513.713254553964,277.9906064029001,-4.730999775655274,0.015466784688003625,7.662998151491913,625.9983263132058,250
444,283.16171594897077,1242.7937362565626,276.5429877006381,-15.070453691723188,19506.05738508067,239.19259140696784,-4.730573722163085,0.01331337191129006,6.191235202567008,625.9983263132058,250
4,232.08167660128163,35.04091984010857,276.7234634512866,-15.072884892289828,18870.91712989763,337.10970692720605,-4.694632496985379,0.019394924279064602,9.815359253510405,625.9983263132058,250
391,574.404573499725,1104.0619177589645,276.5624781443895,-15.027935970585224,18843.69570466422,243.85910531142073,-4.693065184485949,0.014050207283440492,6.426213076251858,625.9983263132058,250
150,1331.323582595707,404.3232209800266,276.6636886061416,-14.91598004669075,18799.46252432582,245.17913168112577,-4.690513560780143,0.014159499662384329,6.480541057909163,625.9983263132058,250
